Record Length,2.500000e+03,,  -0.000000027300,  -0.44000,
Sample Interval,2.000000e-11,,  -0.000000027280,  -0.44000,
Trigger Point,1.365000000000e+03,,  -0.000000027260,  -0.44000,
,,,  -0.000000027240,  -0.44000,
,,,  -0.000000027220,  -0.44000,
,,,  -0.000000027200,  -0.44000,
Source,CH1,,  -0.000000027180,  -0.44000,
Vertical Units,V,,  -0.000000027160,  -0.44000,
Vertical Scale,1.000000e+00,,  -0.000000027140,  -0.44000,
Vertical Offset,3.440000e+00,,  -0.000000027120,  -0.44000,
Horizontal Units,s,,  -0.000000027100,  -0.44000,
Horizontal Scale,5.000000e-09,,  -0.000000027080,  -0.44000,
Pt Fmt,Y,,  -0.000000027060,  -0.44000,
Yzero,0.000000e+00,,  -0.000000027040,  -0.44000,
Probe Atten,1.000000e+01,,  -0.000000027020,  -0.44000,
Model Number,TDS2024B,,  -0.000000027000,  -0.44000,
Serial Number,C105283,,  -0.000000026980,  -0.44000,
Firmware Version,FV:v24.02,,  -0.000000026960,  -0.44000,
,,,-00.000000026940,  -0.44000,
,,,-00.000000026920,  -0.44000,
,,,-00.000000026900,  -0.44000,
,,,-00.000000026880,  -0.44000,
,,,-00.000000026860,  -0.44000,
,,,-00.000000026840,  -0.44000,
,,,-00.000000026820,  -0.44000,
,,,-00.000000026800,  -0.44000,
,,,-00.000000026780,  -0.44000,
,,,-00.000000026760,  -0.44000,
,,,-00.000000026740,  -0.44000,
,,,-00.000000026720,  -0.44000,
,,,-00.000000026700,  -0.40000,
,,,-00.000000026680,  -0.40000,
,,,-00.000000026660,  -0.40000,
,,,-00.000000026640,  -0.40000,
,,,-00.000000026620,  -0.40000,
,,,-00.000000026600,  -0.40000,
,,,-00.000000026580,  -0.40000,
,,,-00.000000026560,  -0.40000,
,,,-00.000000026540,  -0.40000,
,,,-00.000000026520,  -0.40000,
,,,-00.000000026500,  -0.40000,
,,,-00.000000026480,  -0.40000,
,,,-00.000000026460,  -0.40000,
,,,-00.000000026440,  -0.40000,
,,,-00.000000026420,  -0.40000,
,,,-00.000000026400,  -0.40000,
,,,-00.000000026380,  -0.40000,
,,,-00.000000026360,  -0.40000,
,,,-00.000000026340,  -0.40000,
,,,-00.000000026320,  -0.40000,
,,,-00.000000026300,  -0.40000,
,,,-00.000000026280,  -0.40000,
,,,-00.000000026260,  -0.40000,
,,,-00.000000026240,  -0.40000,
,,,-00.000000026220,  -0.40000,
,,,-00.000000026200,  -0.40000,
,,,-00.000000026180,  -0.40000,
,,,-00.000000026160,  -0.40000,
,,,-00.000000026140,  -0.40000,
,,,-00.000000026120,  -0.40000,
,,,-00.000000026100,  -0.40000,
,,,-00.000000026080,  -0.40000,
,,,-00.000000026060,  -0.44000,
,,,-00.000000026040,  -0.44000,
,,,-00.000000026020,  -0.44000,
,,,-00.000000026000,  -0.44000,
,,,-00.000000025980,  -0.44000,
,,,-00.000000025960,  -0.44000,
,,,-00.000000025940,  -0.44000,
,,,-00.000000025920,  -0.44000,
,,,-00.000000025900,  -0.44000,
,,,-00.000000025880,  -0.44000,
,,,-00.000000025860,  -0.44000,
,,,-00.000000025840,  -0.44000,
,,,-00.000000025820,  -0.44000,
,,,-00.000000025800,  -0.44000,
,,,-00.000000025780,  -0.44000,
,,,-00.000000025760,  -0.44000,
,,,-00.000000025740,  -0.44000,
,,,-00.000000025720,  -0.44000,
,,,-00.000000025700,  -0.44000,
,,,-00.000000025680,  -0.44000,
,,,-00.000000025660,  -0.44000,
,,,-00.000000025640,  -0.44000,
,,,-00.000000025620,  -0.44000,
,,,-00.000000025600,  -0.44000,
,,,-00.000000025580,  -0.44000,
,,,-00.000000025560,  -0.44000,
,,,-00.000000025540,  -0.44000,
,,,-00.000000025520,  -0.44000,
,,,-00.000000025500,  -0.44000,
,,,-00.000000025480,  -0.44000,
,,,-00.000000025460,  -0.44000,
,,,-00.000000025440,  -0.44000,
,,,-00.000000025420,  -0.44000,
,,,-00.000000025400,  -0.44000,
,,,-00.000000025380,  -0.44000,
,,,-00.000000025360,  -0.44000,
,,,-00.000000025340,  -0.44000,
,,,-00.000000025320,  -0.44000,
,,,-00.000000025300,  -0.44000,
,,,-00.000000025280,  -0.44000,
,,,-00.000000025260,  -0.44000,
,,,-00.000000025240,  -0.44000,
,,,-00.000000025220,  -0.40000,
,,,-00.000000025200,  -0.40000,
,,,-00.000000025180,  -0.40000,
,,,-00.000000025160,  -0.40000,
,,,-00.000000025140,  -0.40000,
,,,-00.000000025120,  -0.40000,
,,,-00.000000025100,  -0.40000,
,,,-00.000000025080,  -0.40000,
,,,-00.000000025060,  -0.40000,
,,,-00.000000025040,  -0.44000,
,,,-00.000000025020,  -0.44000,
,,,-00.000000025000,  -0.44000,
,,,-00.000000024980,  -0.44000,
,,,-00.000000024960,  -0.44000,
,,,-00.000000024940,  -0.44000,
,,,-00.000000024920,  -0.44000,
,,,-00.000000024900,  -0.44000,
,,,-00.000000024880,  -0.44000,
,,,-00.000000024860,  -0.44000,
,,,-00.000000024840,  -0.44000,
